,Energy,Iterations,Dipole Moment,Eigens,Derivatives,Derivative Time,Wall Time
phosphorus_tetramer,-1365.05276756,13,8.873831e-05,"[-77.24065596, -77.24065366, -77.24064656, -77.24063085, -6.6370275, -6.63686167, -6.63685705, -6.63685259, -4.77187511, -4.77140655, -4.77140308, -4.77139949, -4.77099795, -4.77099688, -4.77090877, -4.77090684, -4.77090591, -4.77079813, -4.77079524, -4.77079215, -0.82424061, -0.55686084, -0.55685679, -0.55685047, -0.36330185, -0.3100198, -0.31001542, -0.31000865, -0.27903589, -0.27903499]","[0.016153, 0.006228, -0.000145, -0.010604, 0.013869, -0.000126, -0.002736, -0.010596, -0.014813, -0.002732, -0.010777, 0.01484]",-1,533.7
phosphorus_monochloride,-801.28816373,12,0.1901501,"[-101.73288877, -77.27016693, -9.55845194, -7.29005124, -7.28632376, -7.28632372, -6.66703431, -4.80461057, -4.80461048, -4.80062316, -0.89130046, -0.62182823, -0.40912644, -0.39711088, -0.39711079, -0.25335323, -0.25335318]","[-0.000149, -6.2e-05, -0.002036, -5.8e-05, 8e-06, 0.00687]",-1,469.2
mercapto_radical,-398.6262376,10,0.307591,"[-89.05588261, -8.03627743, -5.98071894, -5.96885992, -5.96180729, -0.76083155, -0.4286833, -0.33806012, -0.29096302]","[-0.000445, 5.3e-05, 0.006332, 1e-06, -0.0, -0.00182]",-1,187.3
pentane,-197.60318538,11,0.03506908,"[-10.21250224, -10.21248199, -10.21026883, -10.20475705, -10.20475395, -0.8267582, -0.77338242, -0.69527086, -0.61566577, -0.59132342, -0.49066247, -0.45187278, -0.44495498, -0.417125, -0.40571159, -0.3874487, -0.36376144, -0.34399203, -0.33646267, -0.32941789, -0.32549845]","[-3e-06, -3e-06, 0.004723, 0.0, -0.000765, -0.004456, 2e-06, 0.000767, -0.004452, 1e-06, 0.002847, 0.002651, 3e-06, -0.00285, 0.00265, -0.000817, -0.0, -0.001022, 0.000817, -0.0, -0.001022, -0.000977, -0.000181, 0.001152, 0.000977, -0.000181, 0.001152, 0.000977, 0.000181, 0.001152, -0.000977, 0.000181, 0.001152, -0.0, -0.001376, 0.000727, 0.0, 0.001376, 0.000727, 0.001178, -0.000468, -0.001086, -0.001178, -0.000468, -0.001086, -0.001178, 0.000468, -0.001086, 0.001178, 0.000468, -0.001085]",-1,246.4
isopropyl_alcohol,-194.22201816,11,0.6413111,"[-19.20243785, -10.27482139, -10.2140287, -10.20768181, -1.04584219, -0.79676323, -0.71270787, -0.60311657, -0.52984666, -0.46969346, -0.45142007, -0.40401748, -0.39345755, -0.38241179, -0.36814447, -0.33918832, -0.2882836]","[-0.009859, -0.000692, 0.014597, 0.003748, -0.003089, -0.001549, -0.001065, 0.000592, 0.000946, -0.00042, -0.001202, -0.000407, 0.005067, 0.004541, -0.012127, 0.001891, -0.000836, -6.8e-05, -0.001005, 0.000391, -0.000577, -0.001023, 0.000626, 0.000559, 0.000487, 0.001162, 0.000641, 0.000485, 0.000877, -0.001099, 0.000778, -0.00148, -0.00011, 0.00052, -0.001428, -7.1e-05]",-1,182.8
glyoxal_trans,-227.67462773,16,1.00655e-06,"[-19.25587416, -19.2558719, -10.35115515, -10.35089758, -1.1261157, -1.1122833, -0.73994108, -0.62157016, -0.52031285, -0.51940947, -0.48313952, -0.47307599, -0.42095834, -0.35635801, -0.29229467]","[-0.010441, -0.001328, 2e-06, 0.010442, 0.001329, 2e-06, -0.009016, -0.012996, 0.0, 0.009016, 0.012996, 0.0, 0.023859, 0.016507, 1e-06, -0.02386, -0.016505, -0.0]",-1,241.1
ethanol,-154.93351828,11,0.6461446,"[-19.20216871, -10.26417043, -10.21083161, -1.04514324, -0.7732398, -0.62753944, -0.53009442, -0.48555629, -0.41962099, -0.3959767, -0.38097568, -0.34858687, -0.28763463]","[-0.010705, 0.012412, 2e-06, -0.009665, -0.015114, 2e-06, -0.009936, 0.012451, -0.000133, 0.00825, -0.011511, 1e-06, 0.000588, -0.008799, 0.0, 0.005618, -0.000587, -0.000697, 0.005618, -0.000586, 0.000697, 0.004533, 0.006062, -0.004184, 0.004533, 0.006061, 0.004184]",-1,124.6
nitrogen_monofluoride,-154.3610322,14,0.0448835,"[-24.8653099, -14.54259375, -1.35676391, -0.84229617, -0.56955558, -0.56955435, -0.54366338, -0.33125231, -0.33125123]","[-6e-06, 3e-06, -0.004887, 1.3e-05, 0.000155, 0.010329]",-1,215.2
vinyl_chloride,-538.00273662,28,0.5561599,"[-101.71291864, -10.29403552, -10.23855845, -9.53842793, -7.27243791, -7.2648441, -7.26428502, -0.90235882, -0.77479779, -0.60477589, -0.50766508, -0.46634108, -0.40199627, -0.38695924, -0.3296806, -0.27822711]","[0.009898, 0.005441, -2e-06, -0.014166, -0.010419, 1.8e-05, 0.002799, -0.003566, 0.000209, -0.001328, 0.006054, -0.0, 0.001356, 0.001714, -0.0, 0.001846, -0.000318, -0.0]",-1,377.1
ammonia_oxide,-131.60652807,12,2.07269,"[-19.12787594, -14.5258592, -1.08247653, -0.83132076, -0.58850572, -0.58850244, -0.44205405, -0.22891507, -0.22891479]","[9e-06, -0.000372, -0.014919, 4.4e-05, 1.1e-05, 0.010065, 0.0, -0.002062, 0.001837, -0.001812, 0.001049, 0.001838, 0.001812, 0.001048, 0.001838]",-1,77.5
methylenecyclopropane,-155.83620441,11,0.1678061,"[-10.24156337, -10.23568052, -10.2354592, -10.21955673, -0.89346845, -0.73556567, -0.63314832, -0.55046606, -0.49410674, -0.48462671, -0.44039492, -0.38535445, -0.32732468, -0.30588107, -0.26926483]","[4e-06, -1e-06, 0.012568, 2e-06, -2e-06, -0.023613, -0.0, 0.000251, -0.002052, -5e-06, -0.000252, -0.002048, 0.0, -0.00055, 0.005304, -0.0, 0.00055, 0.005304, 0.002355, 0.004229, 0.001507, -0.002355, 0.004229, 0.001507, -0.002355, -0.004229, 0.001507, 0.002355, -0.004229, 0.001507]",-1,151.8
oxygen_monofluoride,-174.79132921,18,0.001355737,"[-24.87680296, -19.38179474, -1.36301288, -0.99362131, -0.59421553, -0.58506595, -0.55276458, -0.41604528, -0.36396046]","[-2.2e-05, -2e-06, -0.016073, -4e-06, 2.6e-05, 0.021507]",-1,298.4
methylamine,-95.78790944,11,0.5032559,"[-14.36155766, -10.23528059, -0.89937353, -0.67964137, -0.50502426, -0.45396411, -0.4165429, -0.37947261, -0.25220711]","[-0.000773, 0.006299, 2e-06, -0.002018, -0.003582, -0.0, -2e-06, 0.000117, -0.0, 0.000241, -1.3e-05, -0.000156, 0.000241, -1.3e-05, 0.000156, 0.000435, -0.001281, -0.001668, 0.000435, -0.001281, 0.001668]",-1,73.2
hydrogen_chloride,-460.68080109,11,0.4374521,"[-101.71519938, -9.54162967, -7.27553251, -7.26774669, -7.2677466, -0.86998296, -0.48929239, -0.34925763, -0.34925759]","[0.0, -0.0, 0.001022, -0.000293, -0.000202, -0.002774]",-1,102.9
ethanethiol,-477.83616628,12,0.6486693,"[-89.01251349, -10.25791974, -10.22463515, -7.9937719, -5.93040389, -5.92738998, -5.92203361, -0.82654964, -0.72561183, -0.62069724, -0.47811435, -0.47604866, -0.40655631, -0.37839327, -0.37687603, -0.34006904, -0.24942151]","[0.004312, 0.005003, 1e-06, -0.004883, -0.006082, 2e-06, -0.004899, -0.006499, 0.000577, 0.001728, -0.002499, -0.0, -0.001143, 0.000642, 0.000661, -0.001143, 0.000643, -0.000661, 0.000677, -0.000111, 0.000462, 0.000676, -0.000111, -0.000462, 0.007413, 0.007222, -0.0]",-1,254.8
acetamide,-209.07877837,22,1.518276,"[-19.1721003, -14.41009839, -10.3328805, -10.24188965, -1.06497492, -0.92870755, -0.7593296, -0.60584749, -0.55145788, -0.4880063, -0.46376827, -0.42339606, -0.4107781, -0.38426798, -0.29202685, -0.27246882]","[-0.011465, -0.003459, 0.001541, 0.007185, 0.005289, -0.000777, 0.00011, -0.001235, -0.004076, -0.002965, -0.016643, 0.000329, 0.015362, -0.017807, -0.001871, 0.001585, 0.010928, -0.016116, 0.002108, 0.009612, 0.016756, -0.014884, -0.003393, 0.001465, 0.003004, 0.016686, 0.00253]",-1,312.9
nitromethane,-244.86976264,14,1.421235,"[-19.25155955, -19.25000189, -14.63245193, -10.29505668, -1.27161008, -1.09618005, -0.85036087, -0.65232486, -0.57737218, -0.56718371, -0.5494621, -0.46990946, -0.45645814, -0.34081075, -0.3350216, -0.32170428]","[1e-06, 0.005511, 0.003592, -3e-06, 0.000447, 0.017469, -0.0, -0.00269, -0.000491, 0.002065, -0.001607, -0.000632, -0.002066, -0.001607, -0.000632, -4e-06, 0.016853, -0.010755, -0.0, -0.016847, -0.008634]",-1,248.2
hydrogen_sulfide,-399.27614094,11,0.3972837,"[-89.02696344, -8.00926887, -5.94563675, -5.94285459, -5.93766103, -0.76693827, -0.46148741, -0.38345304, -0.27809938]","[-0.000427, -0.000174, 0.010399, -0.0, -0.004805, -0.004346, -0.0, 0.004805, -0.004346]",-1,103.5
monosodium_sulfide,-560.26521538,12,3.303336,"[-88.9479167, -38.58193841, -7.92758745, -5.87263613, -5.85714727, -5.85567199, -2.28504761, -1.19816388, -1.19751718, -1.19581126, -0.61990242, -0.2477391, -0.22274256, -0.20394372]","[2e-06, 2e-06, -0.000875, 0.000588, -0.000852, -0.003215]",-1,349.5
silicon_nitride,-343.97132745,21,1.1074,"[-66.28738415, -14.4214434, -5.37000156, -3.70472245, -3.70225745, -3.70225724, -0.82399528, -0.45529792, -0.33290765, -0.31413953, -0.31413949]","[-5.1e-05, -0.000111, -0.017216, -1e-06, 1e-06, 0.029453]",-1,380.2
hydrogen_cyanide,-93.3514928,11,1.195008,"[-14.41210254, -10.28203228, -0.95164639, -0.6297894, -0.40468771, -0.38208532, -0.38208532]","[0.0, 0.0, 0.030375, 0.0, 0.0, -0.003182, 0.0, 0.0, -0.028052]",-1,55.9
carbonyl_sulfide,-511.35689951,12,0.3187586,"[-89.05872604, -19.29358448, -10.38997627, -8.04021344, -5.97656151, -5.97115126, -5.97115108, -1.1726947, -0.84802188, -0.57332844, -0.49698963, -0.49698962, -0.48987967, -0.32000938, -0.32000937]","[-2e-06, -0.0, -0.012343, -3e-06, 7e-06, 0.017542, 0.000817, 0.000223, -0.002497]",-1,207.9
chlorine_trifluoride,-759.26787062,24,0.223778,"[-101.95603342, -24.87027611, -24.78768517, -24.78768241, -9.75769489, -7.49413809, -7.49198028, -7.47705267, -1.35669373, -1.23580373, -1.23567392, -0.9201365, -0.6395757, -0.63731945, -0.58779254, -0.53021239, -0.48209372, -0.46304183, -0.46058965, -0.43916565, -0.41278425, -0.36214981]","[-6e-06, 0.000111, 0.002593, 4e-05, -2e-06, -0.003011, -1e-06, 0.003919, -0.00025, 1e-06, -0.003918, -0.000251]",-1,572.6
ethanol_radical,-154.25801372,19,0.7878965,"[-19.25731556, -10.28338707, -10.2152514, -1.05725409, -0.76879732, -0.63882144, -0.52039829, -0.480155, -0.4334465, -0.40605712, -0.39783688, -0.349941, -0.30050549]","[0.004418, 0.016419, 2e-06, 0.014876, -0.045904, 1e-06, -0.010199, 0.02069, 1.8e-05, -0.008374, 0.003134, 0.001624, -0.008374, 0.003134, -0.001624, 0.004451, -0.002671, -0.0, -0.00033, 0.000845, 0.000997, -0.00033, 0.000845, -0.000997]",-1,373.9
phosphorus_trifluoride,-640.75828418,11,0.1580104,"[-77.34868671, -24.81906326, -24.81903791, -24.81903282, -6.73394774, -4.87113476, -4.87113432, -4.86454605, -1.33697477, -1.28324302, -1.28323305, -0.70469471, -0.60068386, -0.6006791, -0.56699067, -0.52891853, -0.52891533, -0.48879835, -0.48879119, -0.47232916, -0.32044801]","[-0.000121, -0.000386, -0.060704, -3e-06, -0.017678, 0.017737, -0.015396, 0.008753, 0.017688, 0.015399, 0.008748, 0.017689]",-1,317.1
nitrogen_diatomic,-109.45295647,9,1.235425e-05,"[-14.48760814, -14.48568448, -1.15599636, -0.57540405, -0.48440012, -0.48440012, -0.44854243]","[1e-06, -7e-06, -0.023479, 1e-06, -7e-06, 0.02348]",-1,47.6
acetone,-193.0176084,12,1.241475,"[-19.195911, -10.3207649, -10.23102621, -10.23101399, -1.06503403, -0.79800313, -0.73678631, -0.55445317, -0.47903309, -0.4788056, -0.47082215, -0.42073351, -0.41184295, -0.39420637, -0.36515512, -0.26789374]","[-1e-05, -3e-06, 0.032981, 2e-06, -1e-06, -0.025302, -2e-06, 0.000443, -0.004323, -0.0, -0.000444, -0.004322, -0.0, 0.000847, 0.001635, -0.0, -0.000846, 0.001635, -0.001288, 0.000482, -0.000526, 0.001288, 0.000482, -0.000526, 0.001288, -0.000482, -0.000526, -0.001288, -0.000482, -0.000526]",-1,185.9
glycine_zwitterion,-284.22214311,23,4.063788,"[-19.13760007, -19.12677939, -14.53679026, -10.29912535, -10.29382364, -1.070564, -1.03438777, -0.96121686, -0.76643022, -0.64829317, -0.62715587, -0.54102421, -0.50804521, -0.46728545, -0.43421576, -0.40145772, -0.38068414, -0.25353701, -0.25142472, -0.23614409]","[-0.002337, 0.002571, -0.0, 0.003266, 0.007301, -0.0, -0.000324, -0.009209, 3e-06, 0.008464, 0.00394, -6e-06, -0.004741, -0.002995, 2e-06, -0.000113, -0.00031, -0.000613, -0.000113, -0.00031, 0.000613, -0.00077, -0.000825, 0.001091, -0.00077, -0.000825, -0.001091, -0.001785, 0.000648, 0.0]",-1,459.4
hexane,-236.88479573,11,2.17579e-06,"[-10.21226372, -10.21226214, -10.21026138, -10.20999706, -10.20444476, -10.20444115, -0.83137129, -0.79144118, -0.72965274, -0.65671646, -0.59817006, -0.59157185, -0.49481481, -0.45976694, -0.45004087, -0.43443234, -0.41095038, -0.39347224, -0.38944446, -0.36430343, -0.35130329, -0.33582705, -0.33499799, -0.3285958, -0.31886927]","[-0.003035, -0.002413, -0.0, 0.003034, 0.002413, -1e-06, -0.00061, -0.004575, 2e-06, 0.000611, 0.004575, 0.0, -0.001017, -0.004811, 6e-06, 0.001017, 0.004811, 6e-06, -0.001262, 0.000765, 0.0, 0.001262, -0.000765, 0.0, 0.000565, 0.001054, -0.001134, 0.000565, 0.001054, 0.001134, -0.000565, -0.001054, 0.001134, -0.000565, -0.001054, -0.001134, 0.0001, -0.00112, 0.000935, 0.0001, -0.00112, -0.000935, -0.0001, 0.00112, 0.000935, -0.0001, 0.00112, -0.000935, 8.5e-05, 0.001011, -0.000722, 8.5e-05, 0.001011, 0.000722, -8.5e-05, -0.001011, 0.000722, -8.5e-05, -0.001011, -0.000722]",-1,392.6
pyridine,-248.0934326,11,0.8934433,"[-14.3865359, -10.26573811, -10.26573147, -10.25363091, -10.24263013, -10.24261096, -0.97020284, -0.83344771, -0.78860804, -0.65254351, -0.65228463, -0.5497342, -0.49989683, -0.48847909, -0.44567693, -0.42201509, -0.41868043, -0.37923706, -0.30700178, -0.28167451, -0.27582917]","[-1e-06, -0.0, 0.016715, 1e-06, 3e-06, -0.006092, 1e-06, 0.010599, -0.002017, 0.0, -0.010599, -0.002017, 1e-06, -0.003722, -0.001862, 1e-06, 0.003722, -0.001862, 0.0, 0.0, -0.002795, 0.0, 0.001853, 0.001527, -0.0, -0.001853, 0.001527, 0.0, -0.002272, -0.001318, 0.0, 0.002272, -0.001318]",-1,318.6
silane,-291.76776073,10,2.506821e-07,"[-66.23481802, -5.32235531, -3.65578932, -3.65578928, -3.65578923, -0.5625231, -0.36270717, -0.36270717, -0.36270716]","[9e-06, -4.4e-05, -1.1e-05, -0.000688, -0.000688, -0.000688, 0.000688, 0.000688, -0.000688, 0.000688, -0.000688, 0.000688, -0.000688, 0.000688, 0.000688]",-1,96.1
isobutylene,-157.09413469,13,0.2339423,"[-10.23677591, -10.21631456, -10.21631185, -10.20531243, -0.83115056, -0.71437704, -0.699558, -0.53983483, -0.46682993, -0.45828324, -0.44684372, -0.39902539, -0.38154295, -0.37630077, -0.35079776, -0.25815877]","[1e-06, 0.0, 0.009901, -0.0, -1e-06, -0.007645, -0.0, 0.001276, -0.002718, 0.0, -0.001275, -0.002715, 0.0, 0.000829, 0.001515, 0.0, -0.000829, 0.001515, -0.0, 0.001653, 0.001315, 0.001273, 0.000265, -0.000483, -0.001273, 0.000265, -0.000483, -0.0, -0.001653, 0.001315, -0.001273, -0.000265, -0.000483, 0.001273, -0.000265, -0.000483]",-1,221.5
fluorine_diatomic,-199.41922948,11,1.438662e-06,"[-24.88351778, -24.88345107, -1.38610022, -1.14464007, -0.62320517, -0.56457801, -0.56457801, -0.43443252, -0.43443251]","[-2.5e-05, -1.9e-05, -0.028547, -1.8e-05, -4e-06, 0.028548]",-1,87.9
ethylamine,-135.07245293,12,0.5336798,"[-14.36138667, -10.24281147, -10.21135275, -0.90561109, -0.75050761, -0.62785432, -0.51200908, -0.45220939, -0.42479791, -0.42236477, -0.37246709, -0.34968758, -0.25535219]","[-0.001573, 0.000601, 1e-06, -0.002588, -0.001918, -0.0, 0.006328, -0.005435, 0.0, -0.00121, -0.0007, 0.0, 0.000364, 0.000638, 0.001128, 0.000363, 0.000638, -0.001128, 0.000378, -0.000389, -0.001317, 0.000378, -0.000389, 0.001317, -0.000961, 0.003173, 0.004321, -0.000961, 0.003173, -0.004321]",-1,161.2
aluminum_diatomic,-484.56960017,11,4.178569e-06,"[-56.16644091, -56.16642936, -4.19289725, -4.1928409, -2.72287271, -2.72283203, -2.72207658, -2.72203521, -2.72129238, -2.72085331, -0.39627447, -0.28978048, -0.17220895, -0.168461]","[-1.6e-05, -4.5e-05, -0.003123, -1.8e-05, 1.6e-05, 0.003165]",-1,310.4
methyl_nitrite,-244.85909417,13,0.9040221,"[-19.29276382, -19.28200453, -14.5670865, -10.29082505, -1.24382626, -1.09080737, -0.79384049, -0.65750093, -0.57577571, -0.53607042, -0.53136012, -0.45609383, -0.43852684, -0.39873575, -0.34945738, -0.30410021]","[-0.002883, -0.007538, -0.0, -0.01024, 0.01202, 1.1e-05, 0.012162, -0.05145, 1.1e-05, -0.000598, 0.001059, 0.0, 0.0001, -0.001114, 0.001174, 9.9e-05, -0.001114, -0.001174, 0.001907, 0.052852, -0.0]",-1,177.3
isobutane,-158.32286173,10,0.05506062,"[-10.22455662, -10.20568893, -10.20567863, -10.20565842, -0.82708247, -0.70071351, -0.70070512, -0.57451925, -0.47770785, -0.44373779, -0.44373404, -0.39344383, -0.3934359, -0.37182348, -0.3375843, -0.33758284, -0.33056802]","[-0.000257, -0.0, -0.000453, -0.000344, 0.0, 0.000774, 0.000488, -0.000585, 0.000898, 0.000485, 0.000583, 0.000897, 3e-06, -0.0, -0.001552, 0.000417, 0.0, 0.001223, -0.000472, 0.001308, -0.000732, -0.000472, -0.001308, -0.000731, -0.00021, 0.000364, 0.001236, -0.000896, -0.001063, -0.000725, 0.001366, 0.000242, -0.000722, -0.00021, -0.000363, 0.001236, 0.001366, -0.000242, -0.000722, -0.000896, 0.001063, -0.000725]",-1,173.7
boron_trifluoride,-324.40950342,11,2.370036e-05,"[-24.80803988, -24.8080101, -24.80799121, -6.94190666, -1.3124744, -1.27293413, -1.2729179, -0.63490398, -0.59755946, -0.59755066, -0.55813223, -0.49127653, -0.49126893, -0.48260375, -0.48258861, -0.45033903]","[0.0, -3.9e-05, 2e-06, -1e-05, -0.001687, 4e-06, -6e-06, 0.000576, -0.001243, -4e-06, 0.000574, 0.00125]",-1,200.3
nitrosyl_chloride,-589.89019797,20,0.7395488,"[-101.70388206, -19.3852422, -14.62258358, -9.52873925, -7.26194466, -7.25599428, -7.25443967, -1.33867236, -0.85384606, -0.73303006, -0.58826424, -0.58315496, -0.56309991, -0.33810228, -0.33211976, -0.32073717]","[0.006059, 0.00347, 9.9e-05, 0.013516, -0.027781, 2e-06, -0.019914, 0.024354, -1e-06]",-1,283.5
silicon_monophosphide,-630.53130004,14,0.6411979,"[-77.23079927, -66.30630098, -6.62786283, -5.38567416, -4.76768944, -4.76031853, -4.76031847, -3.72100432, -3.71795872, -3.71795858, -0.6315778, -0.44213317, -0.29756423, -0.25678271, -0.2567827]","[-7.2e-05, 3.4e-05, -0.058387, -2.7e-05, 0.000182, 0.053374]",-1,568.4
pyrrole,-210.01673752,11,0.7308307,"[-14.43057188, -10.24256764, -10.24255847, -10.20677747, -10.20623805, -1.00536933, -0.79683151, -0.74123324, -0.61002339, -0.58219474, -0.56079668, -0.44353115, -0.43619139, -0.42528584, -0.39874152, -0.38791042, -0.25977247, -0.22496568]","[8e-06, -0.0, 0.01402, -0.0, -0.0, -0.005925, 1e-06, 0.008236, 0.00491, -2e-06, -0.008236, 0.00491, 0.0, -0.001189, -0.012006, -0.0, 0.00119, -0.012006, 0.0, -0.000419, -0.000717, -0.0, 0.000419, -0.000717, 0.0, -0.000799, 0.001044, 0.0, 0.000799, 0.001044]",-1,202.3
aluminum_monoxide,-317.46683474,20,1.769462,"[-56.17731955, -19.16888027, -4.20816185, -2.73755629, -2.73755616, -2.73623508, -0.91198589, -0.38807848, -0.29931777, -0.29931768, -0.28667783]","[1.5e-05, 0.000162, -0.021881, 0.0, -1.2e-05, 0.003152]",-1,424.4
trifluoromethane,-338.08561856,12,0.5587056,"[-24.81496348, -24.81491484, -24.81490726, -10.47789103, -1.36196083, -1.27615845, -1.27612684, -0.75203906, -0.63416857, -0.62641133, -0.6263981, -0.5011545, -0.50115415, -0.4682147, -0.46819888, -0.44540255, -0.411847]","[-0.000103, 2e-06, 0.024954, -2e-06, 0.0, -0.003455, -0.00575, 3e-06, -0.006958, 0.002852, -0.005022, -0.006644, 0.002859, 0.005021, -0.006649]",-1,231.8
silicon_monofluoride,-389.16303959,11,0.304798,"[-66.30548253, -24.78113369, -5.38354716, -3.71941947, -3.71758148, -3.71450058, -1.23845172, -0.56845205, -0.48208381, -0.47736527, -0.37915161, -0.18302547]","[0.000243, -7e-05, 0.003204, 9e-06, 2e-06, -0.001663]",-1,267.4
ethyl_chloride,-539.23937165,14,0.8314816,"[-101.69090183, -10.28390909, -10.22776657, -9.5166344, -7.2506909, -7.24275029, -7.24269805, -0.8821735, -0.76644021, -0.64005985, -0.49419408, -0.47030642, -0.4255801, -0.39012102, -0.38584562, -0.30902477, -0.30748814]","[-0.000745, 0.000172, 0.000404, -0.003768, -0.000841, 9.5e-05, 0.000782, 0.002923, -0.001319, 0.001463, 0.000443, -1e-05, 0.001156, -5e-06, 0.000247, 0.001122, 4.5e-05, -0.000228, -0.001105, -0.000605, 0.001078, 0.000202, -0.001173, -0.000665]",-1,252.3
bicyclo[1.1.0]butane,-155.82812095,13,0.2885844,"[-10.23757662, -10.2374423, -10.2367642, -10.23658169, -0.94818867, -0.70685809, -0.59274673, -0.59269292, -0.53179832, -0.44075773, -0.44002235, -0.38290846, -0.33908796, -0.32736404, -0.25315939]","[-0.0, 0.013824, -0.001627, -0.0, -0.013824, -0.001627, 0.010807, -2e-06, 0.002687, -0.010807, -2e-06, 0.002687, 0.007491, 0.0, 0.00241, -0.007491, 0.0, 0.00241, -0.004024, -0.0, -0.006477, 0.004024, -0.0, -0.006477, 0.0, -0.002406, 0.002985, -0.0, 0.002406, 0.002985]",-1,209.9
silyl_radical,-291.11964131,11,0.0148467,"[-66.24749881, -5.33519815, -3.67362321, -3.66668412, -3.66668274, -0.56129156, -0.37295585, -0.37295483, -0.23564976]","[0.01938, -0.00081, 0.000369, 0.001127, -0.006201, 0.0, 0.001127, 0.0031, -0.00537, 0.001127, 0.0031, 0.00537]",-1,226.3
cyclopentane,-196.39709505,11,0.009372022,"[-10.21026519, -10.21010446, -10.21006615, -10.20983243, -10.2097756, -0.85680246, -0.72496519, -0.72452463, -0.58419904, -0.57471903, -0.4932189, -0.49110982, -0.42492227, -0.42330497, -0.34633979, -0.34559072, -0.34310365, -0.33918312, -0.33231017, -0.32111116]","[0.003081, -0.002239, -0.00218, 0.001706, 0.003954, -0.000221, 0.000202, 0.00111, 0.003843, -0.002158, -0.003286, 0.00155, -0.002888, 0.000719, -0.00308, -0.001057, -0.000946, 3.4e-05, 0.000545, -0.001307, -6.1e-05, 0.000835, -0.000393, -0.00113, -0.000892, -0.000238, -0.001138, 0.001091, 0.00078, -0.000441, -0.000471, 0.001119, -0.00073, 0.000217, 0.001062, 0.000843, -0.001149, 0.000582, 0.000478, 0.001156, -0.000242, 0.000727, -0.000243, -0.000464, 0.001269]",-1,290.3
dimethyl_sulfoxide,-552.9955505,14,1.600545,"[-89.11462296, -19.16338054, -10.24998575, -10.24998406, -8.08246748, -6.01820879, -6.01810523, -6.01291347, -1.04293126, -0.82194809, -0.75090645, -0.62235281, -0.49780246, -0.47599591, -0.47472136, -0.44262265, -0.42067417, -0.41252338, -0.37307151, -0.29129269, -0.24654736]","[0.000121, 0.005302, 0.000222, 0.003205, -0.004301, 3e-06, -0.005778, -0.01672, 0.022821, -0.005779, -0.016716, -0.022829, 0.001823, 0.01477, -0.020584, 0.001823, 0.01477, 0.020584, -0.001342, -0.000247, 0.003234, 0.004545, 0.001683, -0.00432, -0.001342, -0.000247, -0.003234, 0.004545, 0.001683, 0.004321]",-1,373.0
trifluoroacetic_acid,-526.54099389,21,0.7128873,"[-24.83205783, -24.83204889, -24.82784818, -19.28937596, -19.24203892, -10.50805656, -10.40233005, -1.38599345, -1.29608577, -1.29299833, -1.18196863, -1.09262205, -0.8047071, -0.70705648, -0.65087384, -0.64971341, -0.62039403, -0.54222795, -0.52471004, -0.52034655, -0.50465465, -0.49703138, -0.47943557, -0.47390704, -0.45878766, -0.43789461, -0.38011415, -0.33943209]","[0.010711, -0.008345, 1e-06, 0.029732, 0.012415, 1e-06, -0.021965, -0.005765, 4e-06, -0.013489, -0.003913, -2e-06, -0.001031, 0.004791, 1e-06, -0.004149, 0.001206, -0.000995, -0.004149, 0.001207, 0.000995, 0.004177, -0.002073, -0.0]",-1,729.6
nitric_oxide,-129.81428609,16,0.05123444,"[-19.34961741, -14.52765803, -1.28174269, -0.71718554, -0.55986332, -0.530878, -0.50834677, -0.23275418]","[2.7e-05, 2e-06, -0.024148, 3e-05, -8e-06, 0.026426]",-1,217.6
hydrazine,-111.79082611,11,1.065229,"[-14.39403083, -14.39388681, -0.98507722, -0.77504728, -0.52636938, -0.50302738, -0.44941477, -0.31101048, -0.25110955]","[0.002586, -0.00163, -0.010134, -0.002585, 0.001631, -0.010135, -0.007562, -0.00265, 0.000816, 0.007562, 0.00265, 0.000816, 0.000909, -0.000701, 0.007945, -0.000909, 0.000701, 0.007945]",-1,71.3
aluminum_carbide,-280.19440781,15,0.6935417,"[-56.17802716, -10.28920563, -4.20480873, -2.73466901, -2.73466895, -2.73240034, -0.63351489, -0.349395, -0.26668895, -0.26668893, -0.23714849]","[-0.000165, 0.000116, 0.004641, 5e-06, -3e-06, 0.005239]",-1,265.0
sulfur_monoxide,-473.21283848,14,0.6049572,"[-89.11799032, -19.28314424, -8.09412739, -6.03036625, -6.03036607, -6.0266998, -1.12353062, -0.71075951, -0.47871772, -0.4787177, -0.4770606, -0.28000103, -0.28000102]","[0.000376, -0.000785, -0.021586, -3e-06, 2e-06, 0.00478]",-1,338.1
hydroxymethyl_radical,-114.98916955,22,0.5719376,"[-19.24678038, -10.2748567, -1.08991676, -0.69783594, -0.54901468, -0.47086638, -0.42504683, -0.37404807, -0.20004267]","[-0.018977, -0.004392, 0.01341, 0.003799, 0.01263, -0.007028, -0.002123, -0.010841, -0.004053, 0.001666, 0.000564, 0.001, 0.001157, -0.000629, -0.000648]",-1,268.2
