,Energy,Iterations,Dipole Moment,Eigens,Derivatives,Derivative Time,Wall Time
phosphorus_tetramer,-1365.6180791,13,0.0001088013,"[-77.08110642, -77.08110401, -77.08109802, -77.08108301, -6.57165362, -6.57149641, -6.57149309, -6.57149017, -4.7320038, -4.7315356, -4.73153322, -4.73153036, -4.73106891, -4.73106792, -4.73098853, -4.73098749, -4.73098659, -4.73087129, -4.7308691, -4.73086655, -0.80209589, -0.54170504, -0.541701, -0.54169537, -0.35145133, -0.29950759, -0.29950348, -0.29949701, -0.26914659, -0.26914593]","[0.006014, 0.00278, -0.000128, -0.004014, 0.005493, -0.000126, -0.001072, -0.004673, -0.006206, -0.001047, -0.004863, 0.006217]",-1,539.0
phosphorus_monochloride,-801.60247866,12,0.1943745,"[-101.54937645, -77.11182085, -9.48475918, -7.24354945, -7.23977336, -7.23977333, -6.6021909, -4.76480473, -4.7648046, -4.7618655, -0.87053815, -0.60359811, -0.39741229, -0.38399004, -0.38398995, -0.24123948, -0.24123946]","[-0.000119, -1.9e-05, 0.003145, 4e-06, 0.000121, -0.00138]",-1,488.3
mercapto_radical,-398.78959792,11,0.2913167,"[-88.88785245, -7.96928518, -5.93955458, -5.9285847, -5.92131607, -0.74223572, -0.4186267, -0.32537048, -0.28084702]","[-0.000436, 0.000117, 0.006156, 1e-06, -0.0, -0.003289]",-1,225.9
pentane,-197.86907959,23,0.03661385,"[-10.16287506, -10.16286505, -10.16064769, -10.15629921, -10.1562969, -0.80483557, -0.7529249, -0.67708914, -0.59998295, -0.57674757, -0.47918583, -0.44074939, -0.43479699, -0.40622013, -0.39674076, -0.37916031, -0.35557761, -0.33733718, -0.3296512, -0.32369469, -0.3178361]","[2e-06, 1e-06, 0.000546, 0.0, -0.0009, -0.000354, -0.0, 0.000907, -0.000354, 0.0, -0.001006, 0.000464, 2e-06, 0.00101, 0.000467, -0.00012, 0.0, -0.000619, 0.00012, 0.0, -0.000619, -0.000315, -0.000335, 0.000784, 0.000315, -0.000335, 0.000784, 0.000315, 0.000335, 0.000784, -0.000315, 0.000336, 0.000784, -0.0, -0.000924, 0.000208, 0.0, 0.000924, 0.000207, 0.000555, -0.000687, -0.000698, -0.000555, -0.000687, -0.000698, -0.000554, 0.000687, -0.000697, 0.000554, 0.000687, -0.000697]",-1,486.0
isopropyl_alcohol,-194.46247537,12,0.6466644,"[-19.12488256, -10.22572167, -10.16603228, -10.15968257, -1.02103767, -0.77638413, -0.69479001, -0.58848949, -0.51789076, -0.45859937, -0.44030572, -0.39566074, -0.38565337, -0.37338953, -0.36050522, -0.33147327, -0.28005897]","[-0.007369, -0.005755, 0.013615, -0.001384, 0.000867, -0.002153, 6.8e-05, 0.002211, -0.003158, 0.000824, 0.001215, 0.003209, 0.004745, 0.002315, -0.010097, 0.002701, -0.000924, -1.7e-05, -0.001787, 0.000485, -0.000904, -0.001824, 0.000774, 0.000867, 0.000815, 0.001797, 0.001015, 0.00078, 0.001333, -0.001569, 0.001102, -0.00213, -0.000287, 0.000829, -0.00204, 0.000154]",-1,252.0
glyoxal_trans,-227.93463375,28,9.411615e-07,"[-19.17887015, -19.17886771, -10.30393845, -10.30370467, -1.10086795, -1.08748373, -0.72256409, -0.60787327, -0.5074552, -0.50688828, -0.47273369, -0.46249888, -0.41160533, -0.34614548, -0.28542752]","[-0.007062, 0.002598, 1e-06, 0.007061, -0.002597, -1e-06, -0.009187, -0.01346, 0.0, 0.009187, 0.01346, -0.0, 0.018035, 0.014162, -0.0, -0.018037, -0.014159, 4e-06]",-1,375.0
ethanol,-155.12387948,11,0.651761,"[-19.12490866, -10.21667009, -10.16315596, -1.0204519, -0.75372774, -0.61223077, -0.51835641, -0.47483657, -0.40911913, -0.38787219, -0.37309835, -0.34025999, -0.27941236]","[-0.007249, 0.010285, 1e-06, -0.006817, -0.007913, 1e-06, -0.013622, 0.007671, -9.5e-05, 0.005241, -0.010895, 1e-06, 0.000442, -0.009335, 0.0, 0.005961, -0.000259, -6.3e-05, 0.005961, -0.000259, 6.3e-05, 0.004547, 0.005622, -0.00333, 0.004547, 0.005622, 0.00333]",-1,128.4
nitrogen_monofluoride,-154.5170735,16,0.04993705,"[-24.78017807, -14.47554969, -1.32777281, -0.81874138, -0.55573848, -0.55573829, -0.53045364, -0.31956043, -0.31955978]","[-4e-06, 0.0, 0.001879, 0.000209, 0.000142, -0.005568]",-1,215.1
vinyl_chloride,-538.27440888,28,0.5469188,"[-101.53045263, -10.24282131, -10.18918897, -9.46569091, -7.22695929, -7.21919001, -7.21860071, -0.88112343, -0.75536801, -0.59028846, -0.4960096, -0.45629728, -0.39393685, -0.37546843, -0.31999305, -0.26985768]","[0.014814, 0.001042, -1e-06, -0.011496, -0.009216, -1e-06, -0.004934, -0.001217, 0.000133, -0.001245, 0.007275, -1e-06, 0.001954, 0.000519, 0.0, 0.000988, 0.000555, -0.0]",-1,387.0
ammonia_oxide,-131.75551677,13,2.065615,"[-19.05360554, -14.46286159, -1.05841007, -0.8124967, -0.57806058, -0.57805801, -0.43103382, -0.22132781, -0.22132758]","[3e-06, -0.000234, -0.003666, 1.6e-05, 2e-06, -0.001784, -0.0, -0.003314, 0.002626, -0.002896, 0.001671, 0.002638, 0.002895, 0.00167, 0.002637]",-1,102.4
methylenecyclopropane,-156.03858417,11,0.1700913,"[-10.1905285, -10.1863139, -10.18611793, -10.17030687, -0.87019868, -0.71637177, -0.61684977, -0.53714624, -0.48218523, -0.47419388, -0.43029675, -0.37795787, -0.31842832, -0.29835577, -0.26118346]","[2e-06, -1e-06, 0.009918, 1e-06, 1e-06, -0.025384, -7e-06, -0.005825, -0.000149, -1e-06, 0.005824, -0.00014, -0.0, 0.000439, 0.005478, -0.0, -0.000439, 0.005478, 0.00324, 0.004296, 0.001597, -0.00324, 0.004296, 0.001597, -0.00324, -0.004296, 0.001598, 0.003239, -0.004296, 0.001597]",-1,164.1
oxygen_monofluoride,-174.96588642,17,0.01542193,"[-24.79311076, -19.30322009, -1.33502065, -0.9685691, -0.58290007, -0.57198784, -0.54007602, -0.40489112, -0.352952]","[-1.7e-05, -1e-06, -0.003602, -1.5e-05, 1.7e-05, 0.007732]",-1,250.0
methylamine,-95.91319804,11,0.5043932,"[-14.29719405, -10.18836776, -0.87747387, -0.66316273, -0.49423087, -0.44390456, -0.40752151, -0.37244912, -0.24417721]","[-0.000472, -0.000619, -1e-06, -0.002074, 0.001059, -0.0, 0.000537, 0.0003, -0.0, -0.000202, 0.000167, 0.000387, -0.000202, 0.000167, -0.000387, 0.000398, -0.000459, -0.000926, 0.000398, -0.000459, 0.000926]",-1,75.6
hydrogen_chloride,-460.85298329,11,0.4273874,"[-101.53463287, -9.47045731, -7.2316724, -7.22363929, -7.22363914, -0.85134, -0.47919616, -0.33919713, -0.33919709]","[0.0, 0.0, 0.00266, 0.000204, 0.000156, -0.004854]",-1,105.2
ethanethiol,-478.10321305,28,0.6364641,"[-88.84429138, -10.20692882, -10.17610002, -7.92712699, -5.89018852, -5.88708105, -5.88154233, -0.80577263, -0.70813647, -0.60564771, -0.46722685, -0.4649041, -0.39721281, -0.37091755, -0.36875382, -0.33175093, -0.24115533]","[0.000483, 0.002607, 1e-06, -0.007078, -0.000559, -0.0, 0.000111, -0.007817, 0.000564, 0.002074, -0.003029, -0.0, -0.001487, 0.001003, 0.001317, -0.001487, 0.001003, -0.001317, 0.000566, -0.00043, 0.001437, 0.000566, -0.00043, -0.001438, 0.007853, 0.007138, -0.0]",-1,449.0
acetamide,-209.32538263,23,1.517572,"[-19.09565408, -14.34583024, -10.28513398, -10.19391936, -1.03997662, -0.90701656, -0.74072045, -0.59212602, -0.54017084, -0.47576006, -0.45315812, -0.4133333, -0.40268561, -0.37534983, -0.28392809, -0.2637689]","[-0.01533, -0.004274, 0.001557, 0.005189, 0.003872, -0.000701, 0.003371, -0.004161, -0.003879, -0.00135, -0.010294, 0.0003, 0.015263, -0.018295, -0.001897, 0.001289, 0.011117, -0.016412, 0.001824, 0.009754, 0.017051, -0.013718, -0.003527, 0.001407, 0.003241, 0.015517, 0.002423]",-1,332.3
nitromethane,-245.1392621,14,1.425882,"[-19.17549256, -19.17398095, -14.56600621, -10.2483479, -1.24354462, -1.07189259, -0.83048865, -0.63614822, -0.56456551, -0.55360807, -0.53565502, -0.46154807, -0.44822178, -0.33314209, -0.32614952, -0.312085]","[4e-06, 0.005532, -0.003718, 4e-06, 0.000446, 0.010262, 0.0, -0.003738, -0.000658, 0.002812, -0.001133, -0.000734, -0.002812, -0.001133, -0.000733, -1e-06, 0.003476, -0.00355, 5e-06, -0.003377, -0.001362]",-1,208.3
hydrogen_sulfide,-399.44179082,11,0.3785599,"[-88.86024225, -7.94374169, -5.90655173, -5.90368383, -5.89831095, -0.75026304, -0.45232344, -0.37459819, -0.26915906]","[-0.000462, -0.000204, 0.010983, -0.0, -0.005272, -0.004321, -0.0, 0.005272, -0.004321]",-1,105.1
monosodium_sulfide,-560.54338074,13,3.215779,"[-88.78154761, -38.47657692, -7.86259538, -5.83350261, -5.81882714, -5.81714989, -2.24616717, -1.17899247, -1.17835094, -1.17681197, -0.60538558, -0.23810895, -0.21607636, -0.1969043]","[-0.0, 1.6e-05, -0.000239, 0.000527, -0.000702, -0.003805]",-1,357.7
silicon_nitride,-344.18364918,20,1.148869,"[-66.14585584, -14.34974499, -5.31441833, -3.67301802, -3.67134549, -3.6713453, -0.79973919, -0.44113637, -0.32383975, -0.30160676, -0.30160672]","[-3.1e-05, -0.000126, -0.014049, 1e-06, 2e-06, 0.030112]",-1,385.0
hydrogen_cyanide,-93.47108539,11,1.194323,"[-14.34798174, -10.23455744, -0.92973173, -0.61786521, -0.39417049, -0.37249306, -0.37249306]","[0.0, 0.0, 0.027148, 0.0, 0.0, -0.001407, -0.0, 0.0, -0.027024]",-1,57.7
carbonyl_sulfide,-511.64070078,17,0.3345804,"[-88.89026033, -19.21528555, -10.33860697, -7.97317476, -5.93595478, -5.93041728, -5.93041703, -1.1458332, -0.82931374, -0.55743096, -0.48374721, -0.48374719, -0.47939979, -0.31083154, -0.31083152]","[-3e-06, -1e-06, -0.011489, -6e-06, -5e-06, 0.01, 0.000694, 0.000168, 0.001147]",-1,261.4
chlorine_trifluoride,-759.71858585,29,0.2401157,"[-101.77430228, -24.78141356, -24.70077973, -24.70077714, -9.68582721, -7.44977414, -7.44778738, -7.4322074, -1.32767912, -1.20787732, -1.20771833, -0.90065595, -0.62647225, -0.62208057, -0.57350219, -0.51683057, -0.469393, -0.45056752, -0.4502503, -0.42747239, -0.40466809, -0.3529358]","[-5e-06, 2.4e-05, -0.009451, 8e-06, -1.3e-05, 0.009607, 1e-06, -0.008218, -0.000965, -5.4e-05, 0.008704, -0.000847]",-1,731.5
ethanol_radical,-154.44551114,23,0.8083259,"[-19.17770863, -10.2373008, -10.1677543, -1.02940042, -0.74949436, -0.62397888, -0.50852403, -0.46740348, -0.42182551, -0.39608864, -0.39016746, -0.34157476, -0.29043463]","[0.008585, 0.014178, 1e-06, 0.015823, -0.040975, 0.0, -0.01309, 0.019584, 2e-06, -0.008441, 0.003281, 0.002077, -0.008441, 0.003281, -0.002077, 0.004161, -0.00309, -0.0, -0.00018, 0.001181, 0.001605, -0.00018, 0.001181, -0.001605]",-1,457.4
phosphorus_trifluoride,-641.19125813,12,0.1850051,"[-77.19944517, -24.73129024, -24.7312676, -24.73126754, -6.67765986, -4.84032576, -4.84032545, -4.83359927, -1.30833313, -1.25490587, -1.25489864, -0.68751303, -0.58636941, -0.58636624, -0.55281555, -0.51581597, -0.51581344, -0.4764584, -0.47645335, -0.45998068, -0.31424601]","[-0.000142, -0.000732, -0.065754, 3e-06, -0.024057, 0.020578, -0.020986, 0.01196, 0.020456, 0.020987, 0.011959, 0.020455]",-1,341.9
nitrogen_diatomic,-109.58062101,9,1.384301e-05,"[-14.42555645, -14.4237431, -1.13208895, -0.56044376, -0.47394431, -0.47394431, -0.43980454]","[3e-06, 4e-06, -0.018485, 3e-06, 4e-06, 0.018485]",-1,49.8
acetone,-193.25489729,12,1.243107,"[-19.11890174, -10.27169617, -10.18337328, -10.18336201, -1.03994268, -0.77825391, -0.71866446, -0.54047667, -0.46842268, -0.46765652, -0.45920179, -0.41272289, -0.40324603, -0.38644491, -0.35662111, -0.25943017]","[-7e-06, 4e-06, 0.026278, 3e-06, 2e-06, -0.022496, -3e-06, -0.003186, -0.002514, 1e-06, 0.003186, -0.002514, -0.0, 0.001184, 0.002368, -0.0, -0.001184, 0.002368, -0.001781, 0.000182, -0.000828, 0.001781, 0.000182, -0.000828, 0.001781, -0.000182, -0.000828, -0.001781, -0.000182, -0.000828]",-1,191.4
glycine_zwitterion,-284.54314969,28,4.050779,"[-19.06132161, -19.0511147, -14.47140281, -10.25333999, -10.24578707, -1.04678642, -1.01038402, -0.93865656, -0.74866569, -0.63626942, -0.61568376, -0.52880923, -0.49641537, -0.45881343, -0.42193819, -0.39012219, -0.37078369, -0.24572519, -0.24305063, -0.22813925]","[-0.001312, 0.000838, -0.0, 0.000586, 0.00011, 0.0, -0.00022, -0.002029, -3e-06, 0.002321, 0.001353, 0.0, 0.000284, 0.000167, 2e-06, -3e-05, 0.000194, 0.000342, -3e-05, 0.000194, -0.000342, 7.4e-05, -0.000377, 0.00051, 7.4e-05, -0.000377, -0.00051, -0.000519, 0.000259, -0.0]",-1,545.5
hexane,-237.20098674,11,2.422497e-06,"[-10.16271804, -10.1627168, -10.160658, -10.16041749, -10.15608332, -10.15607856, -0.80930255, -0.77044718, -0.71039106, -0.63962933, -0.58310245, -0.57701964, -0.48321128, -0.44914602, -0.43867835, -0.42376852, -0.40183846, -0.38367992, -0.38041213, -0.35680397, -0.34375646, -0.32956532, -0.3281932, -0.32295542, -0.31128013]","[0.001245, -0.000383, -0.0, -0.001245, 0.000383, -0.0, -0.000269, -0.00021, 3e-06, 0.000268, 0.000211, 3e-06, -0.000977, -0.000183, -1e-06, 0.000977, 0.000183, -1e-06, -0.00089, 0.00024, -0.0, 0.00089, -0.00024, 0.0, 0.000759, 0.000679, -0.000552, 0.000759, 0.000679, 0.000552, -0.000759, -0.000679, 0.000552, -0.000759, -0.000679, -0.000552, 0.000276, -0.00077, 0.000293, 0.000276, -0.00077, -0.000293, -0.000276, 0.00077, 0.000293, -0.000276, 0.00077, -0.000293, 5.6e-05, 0.0006, -4.6e-05, 5.6e-05, 0.0006, 4.6e-05, -5.6e-05, -0.0006, 4.6e-05, -5.6e-05, -0.0006, -4.6e-05]",-1,405.1
pyridine,-248.39912447,28,0.9001555,"[-14.31961236, -10.21591649, -10.21591082, -10.20296244, -10.19288914, -10.19287127, -0.9454414, -0.81178661, -0.76804135, -0.6359852, -0.63585173, -0.53629211, -0.48831187, -0.47746566, -0.43670851, -0.41278222, -0.40625862, -0.37201122, -0.29829949, -0.27395179, -0.26693879]","[-2e-06, 1e-06, 0.01245, -0.0, 0.0, -0.002089, 1e-06, 0.004819, -0.003771, 0.0, -0.004818, -0.003771, 1e-06, -0.000735, -1.9e-05, 0.0, 0.000735, -1.7e-05, -0.0, 0.0, -0.003894, 0.0, 0.002652, 0.002225, 0.0, -0.002652, 0.002225, 0.0, -0.003236, -0.00184, -0.0, 0.003236, -0.00184]",-1,610.9
silane,-291.92957616,10,2.329936e-07,"[-66.09888446, -5.27147718, -3.62906327, -3.62906322, -3.62906319, -0.54953093, -0.35541959, -0.35541958, -0.35541957]","[-7e-06, -7e-06, 9e-06, 0.000258, 0.000258, 0.000258, -0.000258, -0.000258, 0.000258, -0.000258, 0.000258, -0.000258, 0.000258, -0.000258, -0.000258]",-1,99.4
isobutylene,-157.30679468,28,0.2283107,"[-10.1852492, -10.16798168, -10.16798, -10.15632753, -0.8091394, -0.69603076, -0.68157323, -0.52668155, -0.45577259, -0.44774542, -0.43661611, -0.39068617, -0.37381571, -0.36896115, -0.34340097, -0.25057282]","[2e-06, -0.0, 0.006617, 0.0, -1e-06, -0.009784, -0.0, -0.002238, -0.000634, -0.0, 0.002237, -0.000633, -0.0, 0.002124, 0.001744, -0.0, -0.002124, 0.001744, -0.0, 0.002011, 0.002038, 0.001806, -4.1e-05, -0.000739, -0.001806, -4.1e-05, -0.000739, -0.0, -0.002011, 0.002038, -0.001806, 4.1e-05, -0.000739, 0.001806, 4.1e-05, -0.000739]",-1,380.2
fluorine_diatomic,-199.61184256,12,4.328682e-07,"[-24.79778039, -24.79772634, -1.35721722, -1.1188603, -0.61341313, -0.55154419, -0.55154418, -0.42347901, -0.42347899]","[-7e-06, -2e-05, -0.012417, -1.5e-05, 4e-06, 0.012417]",-1,97.7
ethylamine,-135.24808478,15,0.5349164,"[-14.29684745, -10.19464935, -10.16352183, -0.883435, -0.73161788, -0.61266426, -0.5008776, -0.44194861, -0.41604192, -0.41210219, -0.36522927, -0.34366886, -0.24710272]","[0.002135, -0.001733, 0.0, -0.000909, 0.004498, -2e-06, 0.002175, -0.007608, 1e-06, -0.001596, -0.001078, 0.0, 0.000532, 0.00095, 0.001663, 0.000532, 0.00095, -0.001663, 0.000411, -0.000786, -0.001876, 0.000411, -0.000786, 0.001876, -0.001722, 0.002628, 0.003529, -0.001722, 0.002628, -0.003529]",-1,191.1
aluminum_diatomic,-484.8406044,10,1.210186e-05,"[-56.03293136, -56.03292005, -4.13837046, -4.1383158, -2.69171803, -2.69167857, -2.69066534, -2.69062516, -2.68974198, -2.68930356, -0.38256581, -0.27979759, -0.16219473, -0.15712309]","[-4.1e-05, -6.5e-05, -0.000984, 3.2e-05, 3.9e-05, 0.00101]",-1,290.0
methyl_nitrite,-245.13216815,28,0.9132641,"[-19.21401303, -19.20496704, -14.50195358, -10.24415702, -1.21632201, -1.06572758, -0.77479352, -0.64074965, -0.56223502, -0.52375986, -0.51811242, -0.44702672, -0.42967479, -0.38906235, -0.34183344, -0.29581273]","[0.003444, -0.001579, 0.0, -0.006115, 0.005368, 4e-06, 0.008821, -0.042919, 6e-06, -0.001346, 0.001561, 0.0, 0.000555, -0.00157, 0.002025, 0.000555, -0.00157, -0.002025, -0.00602, 0.040609, -1e-06]",-1,372.7
isobutane,-158.53801077,11,0.05704553,"[-10.17384633, -10.15721807, -10.15721292, -10.15720307, -0.80518074, -0.68269544, -0.68269468, -0.56026476, -0.46634746, -0.433199, -0.4331984, -0.38512864, -0.38512834, -0.36433042, -0.33023654, -0.33023535, -0.32451573]","[1.8e-05, 1e-06, 0.003255, 0.004205, 3e-06, -0.000328, -0.00194, 0.00344, -0.000275, -0.00194, -0.00344, -0.000275, 2e-06, 0.0, -0.002211, 0.000741, 0.0, 0.001987, -0.000578, 0.00201, -0.001028, -0.000578, -0.00201, -0.001028, -0.00037, 0.00064, 0.00198, -0.00145, -0.001502, -0.001026, 0.002026, 0.000503, -0.001025, -0.00037, -0.00064, 0.00198, 0.002026, -0.000503, -0.001025, -0.00145, 0.001502, -0.001026]",-1,240.8
boron_trifluoride,-324.73560944,11,1.07351e-05,"[-24.72198523, -24.72196956, -24.7219513, -6.91306753, -1.28468515, -1.24570006, -1.24568906, -0.61955007, -0.58414277, -0.58413637, -0.54590368, -0.47979843, -0.47979291, -0.47115121, -0.47114108, -0.43866921]","[-0.0, -4.1e-05, 1e-06, -7e-06, -0.006505, 5e-06, -1e-06, 0.002989, -0.00541, 2e-06, 0.002988, 0.005408]",-1,204.7
nitrosyl_chloride,-590.19989255,28,0.7093539,"[-101.52304699, -19.30718636, -14.55521147, -9.45758607, -7.2180636, -7.21203966, -7.21035266, -1.30991717, -0.83455189, -0.71421458, -0.57423722, -0.57007604, -0.54985642, -0.32961163, -0.32312078, -0.31321061]","[-0.002539, 0.001322, 0.000141, 0.012214, -0.016916, -1e-06, -0.010915, 0.015815, 4e-06]",-1,363.3
silicon_monophosphide,-630.82450258,14,0.6340089,"[-77.07128631, -66.16089855, -6.5622734, -5.32632394, -4.72722048, -4.7203568, -4.72035678, -3.6857773, -3.68315796, -3.68315789, -0.6162935, -0.43019463, -0.28745763, -0.24746256, -0.24746255]","[2e-05, -5e-06, -0.053922, 0.000276, -3.4e-05, 0.050052]",-1,464.7
pyrrole,-210.27231871,12,0.7215817,"[-14.36298001, -10.19279662, -10.19278964, -10.1567678, -10.15626467, -0.97950071, -0.77563507, -0.72138371, -0.59502294, -0.56736567, -0.54707082, -0.43415986, -0.42689075, -0.41182068, -0.39066575, -0.37931851, -0.25128685, -0.21764077]","[-4e-06, -1e-06, 0.00883, -0.0, -0.0, -0.006315, 1e-06, 0.000654, 0.005788, 0.0, -0.000653, 0.005788, 4e-06, -0.003909, -0.007441, -4e-06, 0.003909, -0.007441, 0.0, 0.000826, -4.2e-05, 0.0, -0.000826, -4.2e-05, 0.0, 6.5e-05, 2.9e-05, 0.0, -6.5e-05, 2.9e-05]",-1,220.7
aluminum_monoxide,-317.68959513,19,1.746377,"[-56.0475677, -19.09254926, -4.15692055, -2.70940082, -2.70940073, -2.70797773, -0.89038103, -0.37844257, -0.29115826, -0.29115821, -0.27758209]","[1.1e-05, 2.1e-05, -0.016558, -5e-06, -0.0, 0.002867]",-1,381.7
trifluoromethane,-338.41516879,12,0.564529,"[-24.7285781, -24.72855589, -24.72854921, -10.43426577, -1.33355232, -1.24878802, -1.24876626, -0.73389667, -0.62128553, -0.61275099, -0.61274232, -0.48907674, -0.48907598, -0.45679112, -0.45678089, -0.43379995, -0.40410627]","[-8.4e-05, 0.0, 0.033109, -0.0, 0.0, -0.004373, 0.002536, -3e-06, -0.009394, -0.001257, 0.002088, -0.009082, -0.001255, -0.002089, -0.009086]",-1,239.6
silicon_monofluoride,-389.40542294,11,0.332587,"[-66.1624515, -24.69244995, -5.32633681, -3.68681837, -3.68429523, -3.68190316, -1.20874131, -0.55247102, -0.46739509, -0.46383944, -0.36938122, -0.17337519]","[0.000171, -8.2e-05, 0.006185, -9e-06, 0.0, -0.007622]",-1,357.3
ethyl_chloride,-539.51411482,28,0.8266648,"[-101.50813533, -10.23364835, -10.17954784, -9.44371125, -7.20501356, -7.19688435, -7.19683526, -0.86107858, -0.74744962, -0.62453646, -0.48326985, -0.45916835, -0.41532864, -0.38229572, -0.3777082, -0.29967264, -0.2983988]","[-0.007779, 0.003201, 0.000316, -0.000152, 0.001721, 9.9e-05, 0.00474, -0.003849, -0.001331, 0.001097, 0.000939, -1.1e-05, 0.00148, -0.000333, -0.000404, 0.001447, -0.000286, 0.000425, -0.00092, -0.000115, 5.7e-05, 0.000414, -0.000703, 0.000386]",-1,413.1
bicyclo[1.1.0]butane,-156.02130655,13,0.2867661,"[-10.18796652, -10.18792304, -10.18634416, -10.18609869, -0.92338045, -0.6880188, -0.57755595, -0.57680326, -0.519294, -0.43049666, -0.43040714, -0.37534077, -0.33061492, -0.31784961, -0.24581368]","[0.0, 0.007397, 0.001246, -0.0, -0.007397, 0.001247, 0.004912, -1e-06, 0.000718, -0.004912, -1e-06, 0.000718, 0.008246, -0.0, 0.003326, -0.008246, -0.0, 0.003326, -0.00454, 0.0, -0.007335, 0.00454, 0.0, -0.007335, -0.0, -0.001759, 0.001984, 0.0, 0.001759, 0.001984]",-1,217.9
silyl_radical,-291.27492422,11,0.03757897,"[-66.10889546, -5.28185898, -3.64418299, -3.63760338, -3.63760172, -0.54633835, -0.3645199, -0.36451862, -0.22549514]","[0.022276, -0.000666, 0.00014, 0.001394, -0.005321, 0.0, 0.001394, 0.002659, -0.004607, 0.001394, 0.002659, 0.004607]",-1,254.9
cyclopentane,-196.64968577,17,0.009900555,"[-10.16072254, -10.16053727, -10.16045642, -10.16030443, -10.16015309, -0.83367014, -0.70570279, -0.7052796, -0.56940459, -0.56000303, -0.48128496, -0.4784849, -0.41520831, -0.41364422, -0.33896729, -0.33827279, -0.3343584, -0.33047365, -0.32603496, -0.31498982]","[0.000682, 0.001856, 0.001261, 0.000352, -0.002168, 2.3e-05, 5.7e-05, -0.000537, -0.002269, -0.000519, 0.001922, -0.001326, -0.000555, -0.00096, 0.002105, -0.000233, -0.001004, -6.4e-05, -3.8e-05, -0.000753, 1e-05, 9.2e-05, -0.000237, -0.000812, -0.000114, -0.000234, -0.000855, 0.000276, 0.000847, -0.000601, 7.2e-05, 0.000653, -0.000367, -0.000215, 0.000533, 0.000444, -0.00044, 0.000903, 0.000681, 0.000427, -0.000421, 0.001042, 0.0002, -0.000212, 0.000663]",-1,382.8
dimethyl_sulfoxide,-553.33794297,28,1.601841,"[-88.94813835, -19.08502698, -10.20094549, -10.20094399, -8.01760626, -5.97968637, -5.97964964, -5.97431175, -1.01873291, -0.80214684, -0.73274193, -0.60799605, -0.48677802, -0.46489352, -0.46405893, -0.43403873, -0.40988163, -0.40454484, -0.3633421, -0.28238896, -0.23932681]","[0.007014, 0.005829, 0.000121, -0.00061, 0.002124, 3e-06, -0.007152, -0.019728, 0.017301, -0.00715, -0.019723, -0.017308, 0.001163, 0.013916, -0.019505, 0.001163, 0.013916, 0.019505, -0.001833, 0.000304, 0.002906, 0.005257, 0.001539, -0.004874, -0.001833, 0.000304, -0.002906, 0.005258, 0.001539, 0.004874]",-1,596.0
trifluoroacetic_acid,-527.06612586,28,0.7120823,"[-24.74531351, -24.74530577, -24.74102697, -19.2125948, -19.1656925, -10.46346116, -10.35629565, -1.35731284, -1.26856947, -1.26547763, -1.15645266, -1.06900153, -0.78629195, -0.69147145, -0.63680182, -0.63565931, -0.60763539, -0.5279883, -0.51208183, -0.50793452, -0.49354579, -0.48481484, -0.46783931, -0.46223522, -0.44699945, -0.42881546, -0.37112353, -0.33097897]","[0.015927, -0.009095, 1e-06, 0.026097, 0.01075, 1e-06, -0.01993, -9e-06, 2e-06, -0.010138, -0.008905, -0.0, -0.005116, -0.002961, -0.0, -0.006724, 0.005567, -0.008113, -0.006724, 0.005566, 0.008112, 0.00696, -0.001378, 0.0]",-1,907.1
nitric_oxide,-129.95569121,14,0.05149822,"[-19.27338828, -14.46324665, -1.25451353, -0.69796106, -0.54604661, -0.51955145, -0.49629095, -0.22573047]","[-4e-06, 5e-06, -0.013949, -8e-06, 1e-06, 0.016191]",-1,157.4
hydrazine,-111.92568255,13,1.062909,"[-14.33039583, -14.33027193, -0.96206414, -0.75722983, -0.5154741, -0.49222796, -0.4403012, -0.30186572, -0.24323769]","[-0.005795, -0.002482, -0.009073, 0.005795, 0.002483, -0.009073, -0.008245, -0.003375, 0.000372, 0.008245, 0.003375, 0.000372, 0.000123, -0.00011, 0.008234, -0.000123, 0.00011, 0.008234]",-1,102.3
aluminum_carbide,-280.38134976,15,0.770804,"[-56.04818987, -10.23048784, -4.15381415, -2.70689559, -2.70689534, -2.70436671, -0.60831802, -0.33428027, -0.25067697, -0.25067695, -0.22836835]","[-0.000263, 8e-05, 0.005674, 2e-06, -5e-06, 0.004116]",-1,286.3
sulfur_monoxide,-473.45017378,14,0.6162819,"[-88.94912606, -19.2023644, -8.02649941, -5.98871429, -5.98871407, -5.98604539, -1.09714504, -0.69123554, -0.46388487, -0.46388481, -0.46379823, -0.26936165, -0.26936162]","[0.000258, -0.00079, -0.012442, -1e-06, 7e-06, -0.00465]",-1,365.0
hydroxymethyl_radical,-115.1252193,24,0.5713037,"[-19.17043077, -10.22476434, -1.0653253, -0.67959205, -0.5365336, -0.45935964, -0.41321659, -0.36485752, -0.19142688]","[-0.019234, -0.004568, 0.006849, 0.003545, 0.010586, -0.000996, -0.001868, -0.008388, -0.001765, 0.001403, 0.000531, 0.001127, 0.000958, -0.000527, -0.000585]",-1,278.9
